"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2276","Register and delete user","tests","Sun May 11 16:06:50 GMT 2025","passed","Sun May 11 16:06:53 GMT 2025","TestRegisterUser","test_register_user","",""
